Userid,Event Name,Latitude,Longitude,Tweet Timestamp,Event Timestamp,Hashtags,Category (for our reference),Emotion,Uncertainity,NPMI,Link_Ratio,Hashtag_Ratio,User_Credibility,User_Diversity,Degree_Centrality,Tweet_Similarity,PMI
trustingGatorade6,traffic Jam...at Akurli Road,29.18944,105.7971,10/24/2022 16:23,11/9/2022 4:34,#Traffic #TrafficAlert #TrafficUpdate #autorickshaw,Traffic,anger,0.837526294,0.49849521156003007,0.5409020745488407,0.9096366143197563,0.23884489405439857,0.42096736626299136,0.5006211546366776,0.18782305850263248,-0.5916680853961396
ardentPolenta8,Football Match,75.11071,86.39842,10/28/2022 23:48,11/9/2022 5:29,#PARJUV | #UCL #PSGvsJuventus #PSGJUV #Juventus #ChampionsLeague,Sports,happy,0.900494678,0.47583861747601697,0.3721605459882772,0.866106676625563,0.10415374047381672,0.44111109850498975,0.42683308547469634,0.3093054626284597,-0.18047861535912102
soreViper3,CES (Consumer Electronics Show),74.71425,40.60053,10/21/2022 10:49,11/9/2022 11:57,#drais #xs #hiphop #vegasbachelorettes #lasvegasstrip #omnia #top #treasures #scores #spearmintrhino #bottleservice #sapphiregentlemensclub #tech #ces #vegas #ch #free #vegasbound,Summit,happy,0.437525967,0.6663705653862962,0.8429190641755491,0.4034528734615934,0.6967417540187668,0.39533898741379003,0.6137755315793999,0.8184379398600656,0.6740938354968704
eagerMallard9,Post Malone,-58.3833,-125.245,10/18/2022 13:52,11/9/2022 17:32,#ampitup #aldanaamphitheatre #liveataldana #bahrain #Social Gathering,Social Gathering,happy,0.77046464,0.4111214906043913,0.8955639336954843,0.5236911617993747,0.20245473663126928,0.44102079591569654,0.4033834553805342,0.12426950133368128,0.39797304437117775
resolvedAntelope6,European Elections,1.349627,-147.096,10/24/2022 4:59,11/9/2022 19:34,#europ #europeans #italy  #belgium #strasbourg #thefutureisyours #eusolidarity #europeansociety #epp #eppgroup #news #europarlament #slovensko #peace #europeanfashion,political,happy,0.894838578,0.2205334620620308,0.20683923504299517,0.6335761845446566,0.6628008183970677,0.6065790272871289,0.8835598813178451,0.6941473716860858,0.4993506335193403
worriedSnail5,Olympics 2023,-82.9719,104.9006,11/1/2022 9:14,11/9/2022 19:38,#karate #photography #hurdles #tokio #figureskating #iceskating #skating #cheer  #olympics2023,Social Gathering,happy,0.68542481,0.6507320830315104,0.564044610713921,0.48083240583314735,0.6792532902563089,0.874540379157615,0.4245097368074414,0.48539084493301987,-0.05054671268643374
solemnBaboon2,I-395 Highway Traffic,88.5141,87.78143,10/30/2022 1:26,11/9/2022 20:26,#traffic #vatraffic #dctraffic #395cam,Traffic,happy,0.794213889,0.8114181792723403,0.6717290033382374,0.3336289169406581,0.7841275052189393,0.8102540278448823,0.7688257738257753,0.17641056016480716,-0.6021856158028005
ardentPolenta8,Cisco Live,-50.6327,112.0616,11/1/2022 19:30,11/9/2022 23:46,#juniper #ciscocertification #ubiquiti #data #vmware #cisconetworking #iot #certification #devops #networkadmin #informationtechnology #programming #dell,Summit,happy,0.973415822,0.9846139766040478,0.8910063005852479,0.3308207414126356,0.35384832931039767,0.46513789232316494,0.90623791344098,0.12301711515249883,0.875314868925799
solemnBaboon2,GOBELINS' Youtube channel,-10.7821,-155.196,11/1/2022 22:19,11/10/2022 0:05,#animation #2danimation #graduation #digitalart #characterdesign,Summit,happy,0.554781272,0.6042944737528005,0.8120623541193627,0.6363030269427471,0.11506688477597335,0.7982824072804208,0.647952963099837,0.7903642357106188,0.1578349240797281
pitifulCod8,FIFA World Cup,48.80615,-146.179,10/18/2022 4:28,11/10/2022 4:30,#fifafanfest #fifa2023 #fifapack #fifaplayers #fifafut #fifawwc #fifalegend #fifaworldcup2023 #fifaluck #eafifa #fifacoins #scififantasy #fifa2023 #ronaldo #championsleague #futbol #fifaultimateteam,Social Gathering,happy,0.798780381,0.8971601747395703,0.23389300303818944,0.9387890189648139,0.5123451804869439,0.35335008514329747,0.9643377316155358,0.26336657195829694,-0.49976358936879267
dreadfulZebra6,ICICT 2022,-49.1274,148.8465,10/27/2022 6:59,11/10/2022 7:37,#ICICT2022 #Summit #Conference #KIET #IoT #AI,Summit,happy,0.440319612,0.3194103631766345,0.6061083546856684,0.8402399426189294,0.556956023314521,0.24572754123367851,0.7498276320336704,0.17630999175750484,-0.5640592054745219
insecureDotterel1,Ireland horse riding,-33.1591,-101.719,10/27/2022 6:17,11/10/2022 11:29,#ballycastle #NorthernIreland #northcoast #visitcauseway #causewaycoast #horseriding #photography #games,Sports,happy,0.573570918,0.48426579437165973,0.35840358831688224,0.4767112757247153,0.6018628470541095,0.6257222344942824,0.28469966026334426,0.2578631345018729,-0.46790421421540096
cruelPie4,Skydiving,51.8168,-146.376,10/23/2022 10:56,11/11/2022 14:20,@skydivedubai@visitdubai#skydiving #skydive #skydivingadventure,Sports,happy,0.503948127,0.45727892994893404,0.6431651223914894,0.42070972692260855,0.27105785070998034,0.6602327629311655,0.2963994627932297,0.6556689978011444,0.8375522914890643
alertTacos3,Cloud Summit,9.195103,-125.774,10/19/2022 1:26,11/11/2022 16:24,#cloud #data #technology #cloudcomputing #bigdata #mumbai #summit,Summit,happy,0.525510365,0.49687919708323935,0.6088242165457464,0.5018308559480525,0.8796062514128193,0.5974689161682628,0.29274030089352415,0.3864207224706788,0.8889518557134932
outlyingChough9,50 Year Anniversary of Pride March,-8.7314,-69.3565,10/31/2022 5:25,11/11/2022 18:47,#transgender #lgbtrights #parade  #queerlove #trans #happy #lgbtyouth #queerlife #followers #gaylovegay #husbandandhusband #husbandappreciation #husbandandhusbandhappy,political,joy,0.844246841,0.3536072293592567,0.9189068480992693,0.5429751501183973,0.832586571976108,0.5075935398741641,0.5421810890631321,0.9714484534538754,0.04605822199295462
boredBuck1,Memorial Day,88.00547,-159.808,10/25/2022 16:03,11/11/2022 23:25,#art #follow #weekend #patriotic #thankful #beach #holiday #grateful #fitness #veteran #party #navy #airforce #memorialweekend #bbq #travel #marines #quarantine #memorialdaybbq #nyc #fireworks #newyork,Public holidays,happy,0.552088504,0.2532057634079568,0.15641542214574133,0.9840095466058582,0.7596112899234798,0.3822564706326337,0.6368695399029881,0.6700673609000344,0.5681255095156752
insecureDotterel1,Mecca Madina,-21.5499,-140.156,10/25/2022 17:15,11/12/2022 0:10,#macca #JummaMubarak #ShutUpTanveerIlyas,Public Holidays,happy,0.622635849,0.7114977129580625,0.486355904608459,0.5994962833711377,0.5425551392832538,0.14228644880505004,0.5303414259171085,0.9597236180928469,-0.8443181669530354
mellowDoves9,Wimbeldon 2022 Final,-37.6125,57.95785,10/28/2022 0:24,11/12/2022 11:05,#Wimbledon #WimbledonFinal #Wimbledon2022 #Tennis #ATP #atptour #NickKyrgios #NovakDjokovicvsNickKyrgios #NovakDjokovic,Sports,happy,0.552265677,0.7947033071805611,0.9123481024024901,0.20113060609574018,0.29190062087511864,0.17667775451909384,0.72726683939876,0.2210079285161127,0.9781891659897977
fondLapwing2,Kannan Gill - Standup,23.18061,165.563,10/23/2022 19:53,11/12/2022 12:51,#kanangill #kennysebastian #comedy #standupcomedy #netflix #biswakalyanrath #sketchybehaviour #standup #yourssincerely #funny #netflixindia #comicstaan,Summit,joy,0.627926477,0.1263207418057426,0.7010441760491666,0.49123048873293695,0.7925531839226047,0.8325507062536261,0.5492564738088657,0.7577092483557069,0.029291812599000044
mellowWidgeon3,Flight strike,-5.18652,-160.423,10/31/2022 23:39,11/12/2022 15:14,#kwaraconnect #Ilorin #kwara #Durbar #ilorindurbar #festiwal #emirates #horse #horseriding #horsepower #tournigeria #culture #african #africanculture,Protest,anger,0.874797074,0.27913728457598735,0.146909210630663,0.3108601579879981,0.33481149404946464,0.5224984008571817,0.7060585686277866,0.42305100437224885,0.5904302135259056
chicBagels1,Motivational Talks,18.94771,160.0723,10/29/2022 7:05,11/13/2022 1:18,#joshtalks are #successfultips #motivationsaturday #motivationquotesoftheday #enterpreneurquotes #motivationpage #sandipmaheshwari #ceoquotes #thoughtleader #fuckbitchbecomerich #achievers,Summit,happy,0.646566572,0.3448848470309673,0.4704458797859673,0.10047267065032715,0.49301672324704504,0.6778342247874658,0.877166803134187,0.4319380554676465,-0.4916654056556852
jealousStork9,Global Climate change strike,-48.6757,151.7085,11/1/2022 7:31,11/13/2022 4:07,#savetheearth #reuse #conservation #ocean #gretathunberg #art #love #noplanetb #plasticpollution #biodiversity #wildlife #energy #cop #ecology #noplastic,Protest,anger,0.872695058,0.4516510459887839,0.9560283874331064,0.3580795850212187,0.36506851923247363,0.1102206994925932,0.9613315191185065,0.627385803626812,0.1885837658420244
thrilledEland2,WAR campaign,4.246271,-85.5722,10/20/2022 11:18,11/13/2022 6:32,#UNHumanRights #ICHREE #UN #USAID #war,Summit,anger,0.728827385,0.12706836670435337,0.9720601672863645,0.708181735391701,0.48305581449251533,0.4850082603235105,0.2902670255930655,0.11690264130101213,-0.09744138450271878
eagerPonie7,Memorial Day,-56.8023,-51.1205,10/26/2022 0:36,11/13/2022 11:05,#memorialday #memorialdayweekend #usa #love #america #memorial #memorialdaysale #mdw #like #memories #military #veterans #summer #thankyou #photooftheday,Public holidays,sadness,0.556180562,0.7093265979231864,0.3992245199823943,0.786965821696081,0.7271118672394712,0.9006169958209773,0.8626225717670061,0.6037268069480469,-0.9452172916206955
soreViper3,50 Year Anniversary of Pride March,7.008686,48.91296,10/27/2022 9:19,11/13/2022 21:48,#bipride #nyc #w #gayman #gaycouple #prideparade #pride #pridemonth #lgbtq #gay #lgbt #tbtfollowers #nonbinary #pridemakeup #prideandjoy #prideweek #music,Public holidays,joy,0.75517297,0.2594763425091604,0.10165506261200428,0.6278267182587661,0.27604580117489463,0.3853103632720052,0.36519286234965076,0.3486296547889236,0.46488308576459003
kindPear6,Farmer's protest,-84.538,82.1884,10/31/2022 14:27,11/13/2022 22:36,"#FarmersProtest, #standwithfarmerschallenge, #SpeakUpForFarmers, #iamwithfarmers, #kisanektazindabaad, #tractor2twitter, #isupportfarmers",Protest,disgust,0.937093044,0.7285196883643988,0.5891990924623945,0.43515184867935863,0.29503943131658356,0.14786456336725115,0.3983259507487582,0.857687674619603,0.15200270713871067
relievedQuiche6,Olympics 2023,45.48438,-143.392,10/25/2022 0:16,11/13/2022 23:27,#sport #football #running #gold #tokyo #run #sports #olympics #london #japan #india  #olympics2023,Social Gathering,anger,0.599034926,0.650268342970017,0.6977949481508333,0.17351583690924635,0.6129110640222226,0.6483499878120896,0.14326531320853408,0.19127119946588989,-0.21122135029998812
jealousPolenta0,Ukrain bombed,-32.5905,-13.6689,10/20/2022 10:27,11/14/2022 15:38,#war #UkraineRussianWar #ukraine #Kyiv #putin #PutinIsaWarCriminal #PutinWarCrimes #ukrainewar #ukrainewarvideos #constantcontent,Protest,disgust,0.647534797,0.7666726765068753,0.3906295598006998,0.6356051723780064,0.18814079316580684,0.30935443040787874,0.39512187249403097,0.6836502393532078,0.1547644424988639
excitedSalt0,Juneteenth,38.95683,-104.527,10/30/2022 19:35,11/14/2022 17:07,#hiphop #nyc #blackculture #blackgirlsrock #smallbusiness #blackwomen #melaninpoppin #independenceday #culture #nojusticenopeace #unity #fortheculture #blackhistorymonth #slavery #supportblackownedbusinesses,Public holidays,happy,0.958770041,0.7070983330176472,0.7802434693888588,0.22850439014165078,0.8445852838558588,0.4374120072099611,0.6750710684250358,0.4779288182925602,0.4378260845406059
enviousChowder7,Independence Day,41.94784,99.9544,10/18/2022 16:21,11/15/2022 4:02,#agustus #like #proudindian #fashion #merica #indianindependenceday #godblessamerica #americanflag #covid #explore #delhi #happyfourthofjuly #nature #nigeria,Public holidays,happy,0.782086516,0.6751398423981013,0.7801312290714791,0.5472129189699121,0.8188839211209742,0.5870675338550151,0.23102229889559955,0.4653283602843886,-0.28215132766934403
mellowFerret8,Olympics 2023,6.100357,0.52602,10/31/2022 14:58,11/15/2022 10:47,#basketball #boxing #nba #swimming #athlete #champion #olympics  #olympics2023,Social Gathering,happy,0.626730591,0.20666251150577075,0.20989206009815678,0.5787665942827042,0.40708212820799283,0.5443182964317952,0.36202794052126674,0.2046058985286563,0.790192005085951
ferventPlover8,Boxing Day,-17.8558,-164.927,10/25/2022 5:20,11/15/2022 13:27,#boxer #training #boxingdrills #kickboxing #boxingfans #boxingfitness #muaythai #fighter #motivation #boxingfamily #workout #champion #boxingislife #boxinggirl #gym #muhammadali,Public holidays,anger,0.697961041,0.8410676271601234,0.6395607203736768,0.5884138753230638,0.9180300860956426,0.4682364814534766,0.23711142837043178,0.6745425383745004,-0.6737800029338715
somberFish6,BTS,-37.9057,51.13402,11/1/2022 16:21,11/15/2022 14:31,#Allofjm_TH #HappyBirthdayJIMIN #JIMIN #HappyJiminDay #bts #bangtan #birthdaygallery,Social Gathering,joy,0.316781153,0.2795544136782202,0.6998833891411699,0.7358291413247623,0.552116015276411,0.44245653537163687,0.5601959037674081,0.9627881348942494,0.2512662516028987
alertDunbird7,TommorowLand Social Gathering,18.2779,80.41445,10/25/2022 16:39,11/15/2022 18:34, #tommorow #land,Social Gathering,happy,0.817118813,0.48418843638261755,0.6890388913690922,0.7724645098983638,0.81780370393366,0.2486180738773175,0.2908208671088666,0.856814411596652,-0.02326375107509182
pitifulOtter9,Traffic updates,86.69507,70.23403,10/22/2022 21:27,11/16/2022 3:12,#latraffic #losangeles #freeway #ladrivers #driving #losangelestraffic #la #latrafficsucks #follow #lalife #california #commute #cars #truck #socal #sanfranciscotraffic #traffic #backpackboyz #laattorney #losangeleslawyer #autoaccident #sflawyer #californiaautoaccident #autoaccidentattorney #trafficaccidents #californiaattorney #sanfranciscolawfirm #californiapersonalinjury #sflawfirm #sfattorney,Traffic,happy,0.533560767,0.9101472012802148,0.3005107031340255,0.8055673512372732,0.7005927273494311,0.723092042846675,0.8948673663424789,0.9358029717463243,0.13982523096747568
insecurePonie7,Football Match,-26.9109,-11.9469,10/31/2022 16:52,11/16/2022 18:37,#BarcaBayern #barcelonavsBayern,Sports,happy,0.575839516,0.3472840823184329,0.9515365981996308,0.4123724973818893,0.1736274580455301,0.19929499793231975,0.3168737870751155,0.44503729681737125,0.8401153530096046
chicThrush1,European Elections,82.99778,113.3553,10/20/2022 14:40,11/17/2022 8:37,#europ #europeans #italy #brexit #ig #coronavirus #maps #bruxelles #map #ep #romania #humanrights #thistimeimvoting #belgium #strasbourg #thefutureisyours #eusolidarity #europeansociety,political,anger,0.909708271,0.7872477097192475,0.21264915903018716,0.3619498324084689,0.4331189032907681,0.6891620317545684,0.7797441820066684,0.9133522211713571,0.7550411105575363
lazyApples3,Bieber Social Gathering,-15.9252,5.190541,10/20/2022 15:53,11/17/2022 13:35,#selenagomez #justinbieber #madhuridixit #mymindandme #haileybieber #mamaraazzi,Social Gathering,happy,0.754880454,0.6155761968831313,0.3681864143929977,0.5935040606657224,0.5423809205055752,0.3290967947047666,0.6161884473567513,0.37194694662966565,-0.4678838756353818
tautMussel3,T20WorldCup2022,-0.00178,144.1338,10/25/2022 15:48,11/18/2022 11:02,#T20WC2022 #ShaheenShahAfridi #shaheenafridi #PAKvsAFG #WarmUpMatch #T20WorldCup2022,Sports,happy,0.769112429,0.38695445911657267,0.6139119577155454,0.30497755273403426,0.23505907536104756,0.3418070874223855,0.4877867618932823,0.9458188047465227,-0.8380634473919695
blissfulChowder5,Weeknd Social Gathering,-80.8513,101.013,10/29/2022 0:34,11/19/2022 12:46,#TheWeeknd #AfterHoursTilDawnTour #Abel #xo #XOTWOD #Weeknd,Social Gathering,surprise,0.817236777,0.3388202174441355,0.7280722961459652,0.27860103025921257,0.10151766472788701,0.9020026793226845,0.34542401521585764,0.9393426056448382,-0.23054705310258006
amazedThrush4,Christmas Day 2022,88.38288,-110.817,10/20/2022 20:50,12/25/2022 7:23,#santaclaus #december #noel #art#family #snow #photography #merrychristmas #Sydney,Public holidays,happy,0.451706168,0.10470392685048563,0.6395279309684608,0.8018561351871799,0.8948106570023739,0.8150006424039774,0.42383997500293946,0.5912089685140002,-0.04587194420155183
amazedOil0,Christmas'22,81.53937,27.93423,10/24/2022 16:57,12/25/2022 3:42,#christmas #christmastree #christmasdecor #xmas #merrychristmas #love #christmastime #winter  #christmasdecorations #holidays #Sydney,Social Gathering,joy,0.520955762,0.40867460314540394,0.8595954684254945,0.6328280381402813,0.3675345229379817,0.674598298491359,0.746454876203833,0.3048148675500384,0.9834072717584066
worriedIguana1,Christmas'22,-3.37644,111.4191,10/31/2022 12:15,12/25/2022 8:40,#christmastree #christmasdecor #xmas #merrychristmas #christmasgifts #santa #christmasiscoming #christmasdecorations #holidays #family #snow #photography #Bali #Indonesia,Social Gathering,happy,0.611050754,0.10532802881596474,0.9278971850256511,0.3377895365741443,0.2824332890142436,0.635597161178981,0.7648458110399629,0.7282310641088883,0.9560727096297028
jealousOcelot7,Christmas'22,-2.33507,139.9228,10/24/2022 19:03,12/25/2022 22:41,#xmas #merrychristmas #santaclaus #december #noel #art #family #snow #photography #gifts #weihnachten #Bali #Indonesia,Social Gathering,happy,0.535142406,0.8731215703152291,0.844068114435046,0.14593650214410886,0.5982233173813208,0.5664162608738308,0.37548633073433546,0.7064410751060755,0.19738265095908347
humorousOcelot5,Christmas'22,-22.7111,-46.2062,10/26/2022 20:01,12/25/2022 22:30,#xmas #merrychristmas #santa #christmasiscoming #christmasdecorations #gifts #weihnachten  #christmastree #christmasdecor,Festivals,happy,0.939334057,0.3794805528078994,0.8849112998795323,0.5095703169118018,0.6708148924101051,0.4105039626730206,0.4705848631627745,0.9618424425998023,0.7168530020347355
grumpyBoars7,Christmas'22,-73.8,-169.601,10/30/2022 14:55,12/25/2022 17:43,#christmas #christmastree #christmasdecor #xmas #santa #christmasiscoming #christmasdecorations #santaclaus #december #noel #art#family #snow #photography,Festivals,joy,0.638805417,0.7631759857149558,0.34365605624757567,0.4975143176078043,0.8558008652290755,0.3499963920422744,0.2060686216826929,0.25334108249648013,-0.8169554896189246
